,COMB.N0000.LK,COMB.N0000.LK,COMB.N0000.LK,COMB.N0000.LK,COMB.N0000.LK,COMB.N0000.LK,HNB.N0000.LK,HNB.N0000.LK,HNB.N0000.LK,HNB.N0000.LK,HNB.N0000.LK,HNB.N0000.LK,NDB.N0000.LK,NDB.N0000.LK,NDB.N0000.LK,NDB.N0000.LK,NDB.N0000.LK,NDB.N0000.LK,DFCC.N0000.LK,DFCC.N0000.LK,DFCC.N0000.LK,DFCC.N0000.LK,DFCC.N0000.LK,DFCC.N0000.LK,SAMP.N0000.LK,SAMP.N0000.LK,SAMP.N0000.LK,SAMP.N0000.LK,SAMP.N0000.LK,SAMP.N0000.LK,BFLN.N0000.LK,BFLN.N0000.LK,BFLN.N0000.LK,BFLN.N0000.LK,BFLN.N0000.LK,BFLN.N0000.LK
2024-12-21,89.1,93.27,83.85,89.69,89.69,17656,97.97,98.37,96.96,97.51,97.51,28898,39.46,39.71,38.72,39.15,39.15,106534,85.89,87.49,85.42,85.88,85.88,37213,39.47,39.77,39.39,39.49,39.49,126728,86.22,87.71,83.03,83.41,83.41,43083
2024-12-22,89.33,90.27,87.6,90.22,90.22,164398,97.67,97.68,96.97,97.06,97.06,188213,39.28,40.51,38.0,39.34,39.34,185807,85.91,89.24,84.29,88.86,88.86,21322,39.73,40.11,39.45,39.69,39.69,154089,82.76,85.67,82.47,82.49,82.49,124268
2024-12-23,90.27,91.58,86.0,91.0,91.0,74039,97.12,98.08,94.37,94.74,94.74,199658,39.34,40.05,39.14,39.71,39.71,32391,88.8,88.82,88.49,88.75,88.75,153880,39.92,40.2,39.26,40.06,40.06,13918,82.22,87.93,81.72,86.93,86.93,107605
2024-12-24,91.34,94.7,88.18,90.24,90.24,146888,95.33,95.82,92.03,94.88,94.88,181696,39.77,40.61,39.39,39.71,39.71,20690,88.43,90.9,85.69,87.23,87.23,110069,39.87,40.54,38.98,39.18,39.18,28034,87.31,89.84,85.89,88.62,88.62,188320
2024-12-25,90.47,93.17,88.71,90.34,90.34,60090,94.55,96.54,91.98,94.88,94.88,112331,39.66,42.02,38.02,40.45,40.45,192189,87.45,91.74,86.08,89.09,89.09,53841,39.24,39.6,38.77,39.15,39.15,73472,88.68,89.0,86.68,88.83,88.83,178836
2024-12-26,91.51,91.7,91.48,91.59,91.59,51483,95.0,95.69,91.05,92.81,92.81,20712,40.44,41.7,40.21,41.52,41.52,195125,89.11,90.54,88.97,89.46,89.46,83200,39.39,39.65,39.21,39.55,39.55,67831,88.84,91.04,86.95,88.71,88.71,190851
2024-12-27,92.26,92.94,90.27,92.2,92.2,166197,93.39,97.38,92.48,94.71,94.71,148896,41.2,41.95,41.12,41.41,41.41,44847,89.79,92.29,88.79,89.29,89.29,109602,39.36,39.72,39.27,39.51,39.51,141899,89.42,89.85,86.52,87.63,87.63,51337
2024-12-28,91.95,97.56,84.96,85.69,85.69,150496,94.87,95.75,93.24,94.11,94.11,139983,41.52,43.98,39.93,40.77,40.77,190885,88.43,93.7,88.39,92.63,92.63,54004,39.7,41.53,38.27,38.33,38.33,140865,87.2,91.5,86.73,88.9,88.9,77328
2024-12-29,85.22,90.59,84.02,85.82,85.82,63923,94.27,94.92,93.2,93.52,93.52,36502,40.87,41.67,40.07,40.62,40.62,23180,92.48,95.9,92.46,94.85,94.85,125552,38.61,38.73,37.51,37.71,37.71,179155,88.56,95.82,84.82,90.37,90.37,177733
2024-12-30,85.8,86.58,83.94,85.29,85.29,111854,93.48,96.34,90.26,91.39,91.39,66994,40.28,40.52,39.6,39.67,39.67,199744,94.98,99.52,93.45,95.15,95.15,100396,37.66,38.59,37.35,37.88,37.88,141901,90.27,96.76,86.77,95.53,95.53,183182
2024-12-31,85.34,87.61,82.59,83.52,83.52,185996,90.79,97.44,86.47,88.3,88.3,155459,39.87,39.96,39.49,39.54,39.54,148370,95.07,97.87,92.16,94.25,94.25,182691,37.92,38.46,36.92,38.25,38.25,70242,96.43,97.32,93.23,93.3,93.3,191166
2025-01-01,83.86,84.56,82.72,83.2,83.2,89846,87.68,97.1,85.64,89.01,89.01,130383,39.33,41.07,38.42,40.29,40.29,124754,94.92,97.54,92.33,97.5,97.5,177141,38.47,38.77,38.39,38.5,38.5,135668,93.92,100.27,92.64,97.82,97.82,98933
2025-01-02,83.43,84.44,81.8,84.32,84.32,17027,89.15,93.13,88.87,89.78,89.78,153053,39.87,40.65,38.14,38.15,38.15,21206,97.18,100.27,91.31,96.63,96.63,192130,38.43,39.02,38.28,38.85,38.85,71596,98.15,98.38,96.43,97.42,97.42,179722
2025-01-03,83.97,88.4,77.98,81.87,81.87,90767,90.18,94.69,89.59,92.23,92.23,37134,38.21,40.55,37.88,40.53,40.53,115335,97.12,99.71,89.95,90.68,90.68,173096,39.38,39.44,37.82,37.99,37.99,42826,96.68,97.24,93.91,97.12,97.12,126091
2025-01-04,82.34,82.7,80.34,80.84,80.84,104460,92.11,94.28,91.91,92.92,92.92,141509,40.46,40.82,38.42,39.93,39.93,63818,90.53,96.68,90.2,93.91,93.91,44651,37.81,39.34,36.98,38.5,38.5,78707,96.96,97.2,95.01,97.06,97.06,17736
2025-01-05,80.99,82.51,79.62,80.25,80.25,110335,92.59,93.1,90.63,92.11,92.11,116361,39.74,39.99,38.82,39.18,39.18,180114,94.05,99.94,89.26,91.24,91.24,45484,38.39,39.06,37.3,37.72,37.72,154271,98.33,100.39,92.92,97.48,97.48,12172
2025-01-06,80.25,84.24,78.26,80.24,80.24,114716,92.03,92.67,88.76,90.35,90.35,183837,39.32,39.37,38.93,39.06,39.06,114093,90.87,98.9,90.19,91.05,91.05,166087,37.75,39.71,36.84,37.63,37.63,165406,97.95,98.2,92.03,97.1,97.1,93035
2025-01-07,80.71,82.42,80.01,80.97,80.97,86105,91.55,92.73,86.53,88.44,88.44,102771,38.6,41.64,36.79,37.65,37.65,24527,91.16,99.97,90.07,90.66,90.66,114203,38.12,38.93,37.43,37.59,37.59,13221,97.27,100.99,93.4,95.97,95.97,49507
2025-01-08,81.31,82.02,80.27,81.95,81.95,14037,87.89,89.47,82.43,85.84,85.84,136575,37.85,40.4,37.29,39.9,39.9,107112,89.95,99.29,87.99,94.48,94.48,48128,37.45,38.52,37.42,38.31,38.31,163013,95.97,96.81,94.24,94.63,94.63,145848
2025-01-09,82.48,82.5,81.89,82.17,82.17,186397,85.01,85.99,79.78,85.47,85.47,154965,39.86,40.54,39.2,39.24,39.24,123888,95.07,98.34,93.24,95.19,95.19,23239,38.28,38.34,37.83,38.23,38.23,64625,94.67,97.63,94.58,95.65,95.65,163782
2025-01-10,82.6,83.09,82.29,82.4,82.4,128853,84.59,86.45,79.5,84.84,84.84,111856,39.49,41.66,38.18,40.0,40.0,127937,94.77,96.61,94.35,95.28,95.28,27837,38.08,38.14,37.94,38.04,38.04,183740,96.35,105.55,92.72,99.17,99.17,114178
2025-01-11,82.71,86.39,81.4,81.77,81.77,152165,84.95,85.02,81.21,82.87,82.87,153375,39.65,40.94,38.58,40.46,40.46,150505,95.62,97.77,95.49,95.71,95.71,196584,37.7,40.56,35.8,35.89,35.89,182848,99.55,103.6,98.86,101.58,101.58,46893
2025-01-12,81.84,83.95,81.55,81.62,81.62,61597,82.84,85.61,81.41,84.18,84.18,118534,40.39,41.83,40.02,41.34,41.34,67540,95.66,97.8,94.55,97.32,97.32,21291,35.84,40.95,35.48,36.94,36.94,52338,101.47,103.51,99.52,102.42,102.42,84207
2025-01-13,81.93,86.53,79.27,84.86,84.86,30875,83.82,84.33,82.67,82.97,82.97,12567,41.27,41.96,39.88,40.57,40.57,58962,96.4,98.8,94.87,97.01,97.01,66107,37.01,41.59,36.15,40.6,40.6,140118,102.19,102.86,100.34,101.53,101.53,83209
2025-01-14,86.39,87.93,83.97,84.68,84.68,45190,82.86,86.74,80.98,83.84,83.84,16957,40.25,40.9,39.03,40.77,40.77,95461,96.97,99.02,92.48,94.86,94.86,133989,40.82,42.62,39.54,39.83,39.83,90882,102.32,103.76,96.33,101.81,101.81,147862
2025-01-15,84.48,87.77,84.05,84.74,84.74,115960,83.74,85.62,83.58,83.76,83.76,78187,40.58,41.24,40.42,40.47,40.47,80162,95.05,99.29,84.96,93.04,93.04,57472,39.88,42.63,39.3,41.93,41.93,55006,101.85,103.33,96.25,98.94,98.94,65153
2025-01-16,84.37,86.53,81.13,81.7,81.7,188690,84.39,84.91,81.86,82.1,82.1,36170,40.22,42.69,39.35,41.72,41.72,36672,92.99,93.51,92.24,93.17,93.17,110519,42.06,43.06,41.98,43.0,43.0,128641,99.49,100.07,97.34,98.34,98.34,169230
2025-01-17,81.1,83.41,80.93,83.35,83.35,179017,82.41,83.18,77.51,82.01,82.01,144042,41.84,42.35,41.79,42.04,42.04,27829,92.74,95.14,91.83,93.06,93.06,58421,42.86,42.88,42.76,42.77,42.77,184361,98.96,102.81,90.44,97.22,97.22,48266
2025-01-18,83.51,84.79,82.72,83.17,83.17,71677,82.87,86.47,74.57,78.38,78.38,108382,42.36,42.46,40.76,41.8,41.8,31685,93.21,101.25,88.55,95.54,95.54,30370,42.71,43.38,42.24,43.22,43.22,194427,97.08,97.89,93.33,96.24,96.24,29914
2025-01-19,83.21,86.51,81.07,82.27,82.27,17410,78.11,78.14,77.95,78.02,78.02,123313,41.92,43.7,40.32,40.51,40.51,192066,95.42,103.48,93.99,99.67,99.67,85400,43.22,44.24,43.1,44.14,44.14,13376,95.96,98.68,93.16,96.7,96.7,73667
2025-01-20,82.75,87.02,81.67,85.34,85.34,168046,78.31,80.18,74.39,78.92,78.92,83666,40.35,41.8,39.91,40.64,40.64,49904,100.08,106.03,96.87,100.97,100.97,114686,44.3,46.82,43.28,46.06,46.06,78096,96.77,98.21,95.06,96.4,96.4,46717
2025-01-21,85.34,88.06,82.99,85.11,85.11,99381,78.54,79.2,78.2,78.7,78.7,58103,40.49,41.85,40.45,41.8,41.8,32243,100.55,102.02,100.29,101.3,101.3,111689,46.14,46.53,45.22,46.44,46.44,13949,95.88,101.95,92.35,100.45,100.45,26905
2025-01-22,85.83,90.42,83.86,84.17,84.17,156056,77.92,80.29,77.59,78.21,78.21,190368,41.89,43.99,40.8,42.99,42.99,155643,101.28,102.24,96.31,99.13,99.13,24829,46.49,47.64,43.37,43.81,43.81,179802,99.69,102.11,96.34,99.97,99.97,108608
2025-01-23,83.67,88.09,83.6,84.45,84.45,35963,77.73,81.18,77.4,80.84,80.84,54325,43.04,43.59,42.57,42.87,42.87,194529,98.8,100.69,98.02,98.17,98.17,68740,43.83,44.63,43.05,43.68,43.68,115217,100.58,101.51,95.66,97.12,97.12,23397
2025-01-24,84.67,88.6,84.29,84.71,84.71,14425,80.99,84.51,78.56,79.09,79.09,169444,42.97,43.33,40.9,42.07,42.07,103527,98.13,102.31,96.03,97.49,97.49,91336,43.66,46.24,42.86,44.61,44.61,190960,97.57,101.62,96.16,99.76,99.76,23349
2025-01-25,84.82,86.56,83.3,83.55,83.55,90755,78.94,82.83,74.79,76.75,76.75,79517,41.69,42.44,39.53,41.84,41.84,44052,96.92,104.8,95.89,96.48,96.48,121244,44.54,46.22,44.46,45.44,45.44,109686,99.41,101.29,94.95,95.37,95.37,164478
2025-01-26,83.53,85.02,82.31,84.6,84.6,172652,76.91,83.17,76.65,80.52,80.52,72633,41.67,41.7,40.52,41.7,41.7,155127,96.69,105.03,89.64,89.68,89.68,152961,45.3,46.16,44.85,45.63,45.63,68728,95.54,99.67,94.69,99.47,99.47,68158
2025-01-27,84.83,84.97,79.28,80.15,80.15,138330,80.38,80.76,78.84,79.07,79.07,179737,41.79,41.99,41.01,41.77,41.77,37947,89.75,98.95,89.37,93.61,93.61,186430,45.71,47.68,44.89,45.8,45.8,85788,100.14,100.98,99.1,99.71,99.71,133254
2025-01-28,80.2,81.04,77.67,79.56,79.56,199437,78.87,82.82,77.3,79.99,79.99,50689,41.77,42.29,40.05,40.26,40.26,51358,93.92,98.38,92.82,97.93,97.93,24101,46.15,47.24,45.99,47.21,47.21,79557,99.79,103.4,96.15,100.64,100.64,146758
2025-01-29,80.17,80.4,77.93,78.26,78.26,72003,80.18,83.12,77.97,79.64,79.64,50431,40.31,40.55,39.73,40.36,40.36,48304,98.13,99.57,94.19,95.25,95.25,15133,46.91,49.16,45.51,46.74,46.74,195262,99.55,101.97,98.61,101.29,101.29,169731
2025-01-30,78.2,79.57,77.61,78.89,78.89,35872,79.14,83.56,76.48,77.78,77.78,29081,40.32,40.37,39.71,40.19,40.19,197580,94.52,94.68,92.46,93.99,93.99,64802,47.01,50.12,45.57,46.65,46.65,105086,101.31,103.73,96.08,99.56,99.56,118233
2025-01-31,78.34,79.11,78.07,78.6,78.6,74605,77.13,80.99,73.26,79.22,79.22,165340,40.64,41.56,39.22,41.1,41.1,48220,93.6,94.1,89.64,92.59,92.59,98589,46.63,50.73,45.32,50.02,50.02,141233,99.54,103.52,96.95,98.92,98.92,141624
2025-02-01,79.04,79.95,78.25,78.63,78.63,149353,79.6,79.76,78.26,78.91,78.91,37461,40.86,41.15,39.27,39.7,39.7,155633,92.61,94.31,87.5,89.0,89.0,55409,49.79,50.68,47.71,48.32,48.32,76814,100.61,101.01,99.62,100.34,100.34,198571
2025-02-02,79.57,81.15,79.25,80.25,80.25,30277,78.62,79.45,76.09,77.73,77.73,99293,39.78,41.94,38.82,41.69,41.69,177416,88.96,91.62,83.95,87.16,87.16,112894,48.11,48.68,47.82,47.91,47.91,179716,100.7,101.29,98.69,100.84,100.84,22261
2025-02-03,80.62,84.48,79.32,82.17,82.17,98036,77.05,79.11,74.44,75.78,75.78,14046,41.89,42.66,40.55,42.33,42.33,193004,87.17,87.28,83.91,86.75,86.75,35102,47.82,48.04,46.97,47.64,47.64,98594,100.92,103.47,96.2,99.47,99.47,115431
2025-02-04,81.54,83.14,80.36,82.7,82.7,161034,75.5,80.15,72.44,80.04,80.04,53422,42.48,43.25,41.23,42.13,42.13,59963,86.66,88.02,82.79,83.51,83.51,114439,47.52,48.31,45.96,47.06,47.06,21216,99.21,105.97,99.05,101.82,101.82,37998
2025-02-05,82.53,84.02,79.53,81.43,81.43,177269,79.6,79.74,77.31,79.17,79.17,73595,42.21,42.8,40.48,40.78,40.78,27807,83.62,93.74,77.28,92.85,92.85,77902,47.1,47.78,44.55,46.94,46.94,106006,101.21,107.28,99.33,101.86,101.86,21851
2025-02-06,81.05,84.48,76.35,82.97,82.97,21647,79.17,79.42,78.33,79.27,79.27,81623,40.92,42.31,40.21,41.72,41.72,194701,93.14,93.8,86.76,92.68,92.68,185775,47.09,47.76,44.15,45.32,45.32,47677,102.11,106.83,101.87,103.67,103.67,92972
2025-02-07,82.54,83.14,80.85,82.49,82.49,10210,79.24,82.92,76.12,77.47,77.47,122882,41.92,42.6,41.29,41.8,41.8,173409,92.66,94.67,84.94,86.48,86.48,109342,45.47,46.43,45.39,46.33,46.33,20594,103.67,107.57,101.22,103.01,103.01,46052
2025-02-08,81.95,82.69,80.22,81.63,81.63,86323,77.99,79.14,74.87,75.33,75.33,92789,41.8,42.71,39.87,41.86,41.86,114623,85.82,88.61,84.38,88.04,88.04,59833,46.23,48.15,45.02,45.74,45.74,148582,102.89,106.41,101.4,105.76,105.76,38069
2025-02-09,81.49,83.45,81.16,83.29,83.29,149497,75.37,76.16,74.21,75.36,75.36,60850,42.0,42.46,41.9,42.21,42.21,12928,88.18,89.83,86.48,86.69,86.69,134120,45.85,48.61,45.2,47.5,47.5,161212,104.55,110.38,101.98,102.99,102.99,71648
2025-02-10,83.59,84.09,81.16,81.28,81.28,122057,75.65,77.57,75.3,76.0,76.0,18998,42.09,42.51,41.41,42.03,42.03,130942,86.57,90.11,83.92,90.09,90.09,69892,47.62,48.62,47.22,47.59,47.59,32041,102.94,107.0,99.46,103.25,103.25,148352
2025-02-11,80.84,82.66,79.43,80.87,80.87,67571,75.65,77.09,73.49,74.98,74.98,51305,42.17,42.94,40.36,41.15,41.15,157215,90.09,90.66,88.83,89.4,89.4,29208,48.11,48.62,47.04,48.46,48.46,19427,103.52,105.67,101.07,105.33,105.33,128016
2025-02-12,81.37,84.22,81.36,84.06,84.06,68581,75.45,80.95,73.77,79.52,79.52,185797,41.2,41.49,39.69,40.71,40.71,138098,89.81,90.93,88.43,88.93,88.93,52919,48.75,50.23,45.82,49.12,49.12,154352,104.34,104.83,100.51,102.64,102.64,57166
2025-02-13,84.37,85.79,83.97,84.58,84.58,58252,79.35,81.36,77.77,81.29,81.29,140678,40.65,41.19,40.15,41.05,41.05,193433,89.07,94.92,85.39,87.25,87.25,113052,48.96,49.03,45.94,47.47,47.47,77933,102.6,106.17,93.24,101.39,101.39,198083
2025-02-14,84.02,85.84,81.57,82.51,82.51,12896,81.51,81.84,78.28,80.29,80.29,64598,41.17,41.92,41.03,41.89,41.89,66559,87.02,95.85,84.35,90.92,90.92,120072,47.52,49.35,45.8,48.1,48.1,178786,101.67,103.8,100.24,103.71,103.71,187604
2025-02-15,83.02,83.99,82.15,82.66,82.66,10374,80.74,80.93,75.86,76.64,76.64,100834,42.18,42.51,42.11,42.14,42.14,130217,90.71,93.75,90.16,92.61,92.61,152512,48.32,48.73,46.66,47.94,47.94,33768,103.83,106.32,98.51,103.02,103.02,173977
2025-02-16,82.17,83.71,80.0,82.66,82.66,179162,76.87,78.53,73.53,77.36,77.36,23128,42.29,43.68,41.01,42.3,42.3,14666,92.43,97.06,86.15,92.76,92.76,199046,47.54,47.83,46.45,46.64,46.64,41562,103.39,105.35,99.37,100.33,100.33,183065
2025-02-17,82.67,82.69,82.08,82.5,82.5,187193,77.25,78.71,72.14,75.67,75.67,122821,42.34,42.83,42.31,42.68,42.68,45097,92.65,94.91,88.75,92.15,92.15,152551,46.49,47.8,45.83,46.78,46.78,125680,100.3,107.23,99.95,104.48,104.48,181397
2025-02-18,82.72,85.89,81.39,85.17,85.17,113474,75.77,76.39,72.91,75.68,75.68,125260,42.65,43.0,40.92,42.03,42.03,54400,92.38,97.93,89.49,91.97,91.97,26613,46.45,47.66,44.77,45.13,45.13,102669,104.19,106.59,103.85,104.62,104.62,185793
2025-02-19,85.04,85.42,83.37,84.87,84.87,175030,76.1,76.59,75.04,75.92,75.92,135503,42.21,43.02,41.24,42.14,42.14,15408,90.43,94.53,90.03,90.41,90.41,152075,45.15,47.44,44.16,46.59,46.59,37708,104.2,108.4,103.6,104.19,104.19,136164
2025-02-20,84.89,85.89,81.74,83.9,83.9,151841,75.62,76.64,73.97,75.64,75.64,80208,41.64,42.71,40.9,42.66,42.66,32747,90.68,93.26,90.49,90.78,90.78,52424,46.72,47.22,44.98,45.15,45.15,164387,103.72,109.79,101.73,103.02,103.02,86642
2025-02-21,83.49,85.96,82.53,83.36,83.36,40238,74.9,78.85,73.25,78.03,78.03,110114,42.5,42.79,39.85,40.6,40.6,108584,90.21,94.26,89.11,91.16,91.16,10811,44.72,45.58,42.24,43.15,43.15,94477,103.2,106.32,102.68,106.15,106.15,83810
2025-02-22,83.05,85.52,80.39,82.17,82.17,199411,78.63,79.74,78.6,78.7,78.7,146671,40.75,41.84,38.83,40.62,40.62,106257,91.12,96.3,90.93,92.03,92.03,113534,43.26,43.62,42.2,42.68,42.68,162770,105.89,108.18,103.21,107.11,107.11,108428
2025-02-23,82.12,84.43,81.36,83.18,83.18,164542,78.3,79.86,77.18,79.14,79.14,110184,40.6,40.78,39.25,39.5,39.5,33319,92.31,99.07,90.02,97.08,97.08,128748,42.54,42.61,41.65,42.6,42.6,158423,107.57,110.24,106.61,108.65,108.65,182477
2025-02-24,83.06,83.57,80.27,80.47,80.47,87050,79.43,80.26,78.51,78.97,78.97,115538,39.28,41.51,38.43,39.82,39.82,116282,97.91,99.12,92.27,97.43,97.43,90444,42.18,42.41,41.33,42.35,42.35,164534,109.28,114.02,105.69,107.01,107.01,139171
2025-02-25,80.1,82.45,79.41,80.17,80.17,98319,79.2,83.31,74.33,81.94,81.94,125467,39.82,41.78,38.77,40.74,40.74,20046,97.76,98.83,91.97,98.37,98.37,23864,42.53,44.45,39.65,40.78,40.78,131294,107.42,112.04,104.23,106.26,106.26,161441
2025-02-26,79.78,85.98,77.72,82.48,82.48,66377,82.59,84.68,74.99,79.67,79.67,14265,40.61,42.14,40.33,40.59,40.59,56722,98.56,99.91,93.91,97.74,97.74,103978,40.64,41.96,39.74,40.6,40.6,142354,106.75,113.11,103.31,104.76,104.76,140659
2025-02-27,83.62,88.98,83.19,87.33,87.33,112614,79.74,84.23,75.66,81.9,81.9,167401,40.61,42.28,40.52,40.82,40.82,67564,97.9,99.6,95.42,98.45,98.45,117307,40.78,41.74,39.06,41.22,41.22,158385,104.94,107.43,104.36,105.24,105.24,135011
2025-02-28,85.69,90.1,85.21,86.55,86.55,141847,82.47,83.14,79.46,82.46,82.46,97355,41.02,43.62,40.36,41.89,41.89,24863,98.67,100.48,92.6,99.88,99.88,189716,41.15,41.42,40.05,41.16,41.16,130661,103.35,111.14,100.61,102.69,102.69,119979
2025-03-01,86.44,90.94,83.01,84.37,84.37,52652,82.35,83.07,78.68,80.31,80.31,137576,41.79,41.84,40.49,41.47,41.47,190119,99.31,101.02,94.55,95.39,95.39,174976,41.05,41.28,39.9,40.33,40.33,124551,101.95,110.7,101.33,102.17,102.17,10443
2025-03-02,84.56,87.64,82.0,84.33,84.33,130182,80.34,81.74,80.31,80.85,80.85,160703,41.58,41.84,39.86,41.57,41.57,25132,94.74,97.99,93.34,95.33,95.33,84407,40.22,40.35,38.66,39.86,39.86,161585,102.56,113.22,102.33,108.14,108.14,171087
2025-03-03,84.07,86.68,83.82,86.43,86.43,95794,80.52,85.07,78.11,78.43,78.43,179615,41.73,41.98,39.89,40.69,40.69,18112,95.46,99.29,94.34,98.35,98.35,129416,39.81,41.06,39.28,39.46,39.46,166632,108.73,114.63,104.87,108.76,108.76,136681
2025-03-04,85.92,87.56,85.56,87.26,87.26,77945,78.88,80.73,77.86,77.94,77.94,145506,40.55,40.75,38.84,39.22,39.22,61890,99.22,101.31,95.39,95.79,95.79,190152,39.09,41.71,38.17,39.96,39.96,14235,108.26,116.27,103.58,108.92,108.92,159774
2025-03-05,86.66,87.53,83.99,87.04,87.04,151328,78.15,78.93,77.3,78.75,78.75,88548,39.41,39.63,38.11,39.24,39.24,62157,96.8,99.23,96.32,96.7,96.7,69638,39.69,41.18,39.51,40.02,40.02,45542,109.6,112.3,108.62,110.52,110.52,114129
2025-03-06,87.66,89.73,83.41,83.92,83.92,95141,78.7,79.64,76.34,76.68,76.68,112185,39.31,41.29,38.22,39.2,39.2,112276,96.34,97.38,94.39,97.29,97.29,21039,39.64,42.67,38.81,41.94,41.94,126174,110.43,113.39,107.46,107.64,107.64,34145
2025-03-07,84.3,87.05,83.49,86.09,86.09,90638,76.78,78.77,75.73,77.5,77.5,116199,39.31,41.85,38.07,41.05,41.05,95028,97.61,100.81,95.06,95.22,95.22,155932,41.85,42.16,40.94,42.05,42.05,42431,108.08,108.55,106.19,106.35,106.35,185712
2025-03-08,85.72,91.63,78.79,81.25,81.25,168698,77.86,78.08,77.18,77.4,77.4,166378,40.59,41.46,40.38,40.86,40.86,42222,94.52,98.17,94.18,96.6,96.6,123272,41.87,43.21,39.77,42.51,42.51,176786,106.06,109.1,104.38,105.64,105.64,174603
2025-03-09,81.27,83.56,79.06,82.1,82.1,68263,77.08,81.38,77.04,77.74,77.74,168444,40.72,42.38,39.89,41.95,41.95,159314,95.47,98.4,94.76,97.5,97.5,98871,42.51,42.87,41.95,42.43,42.43,83237,105.62,107.46,105.39,106.39,106.39,73600
2025-03-10,81.66,83.2,80.5,82.01,82.01,186207,77.8,79.63,77.72,79.62,79.62,199451,42.0,43.04,39.5,41.93,41.93,128293,98.08,98.2,96.67,97.1,97.1,106455,41.92,42.69,41.58,41.82,41.82,44300,106.25,108.14,103.36,107.89,107.89,186765
2025-03-11,82.18,82.89,79.92,80.0,80.0,115567,79.51,80.3,76.57,79.74,79.74,38714,41.9,42.46,38.98,42.13,42.13,147708,97.09,97.4,95.66,95.87,95.87,164795,41.77,41.9,40.87,41.25,41.25,70802,107.72,108.13,103.0,103.81,103.81,156291
2025-03-12,79.86,81.06,79.5,80.13,80.13,66179,79.86,80.71,76.8,77.58,77.58,140767,42.58,43.85,39.27,42.87,42.87,112054,95.59,95.95,95.56,95.86,95.86,80719,41.65,42.03,40.99,41.84,41.84,96183,104.29,104.9,103.05,103.62,103.62,110169
2025-03-13,80.39,83.15,76.55,83.02,83.02,99414,77.55,78.66,76.18,77.04,77.04,148294,42.82,45.1,37.8,44.96,44.96,37759,95.83,97.02,93.61,94.66,94.66,173677,41.82,42.36,41.35,42.32,42.32,80073,104.09,105.58,103.92,105.03,105.03,184230
2025-03-14,82.87,83.34,78.72,81.58,81.58,94912,76.87,78.56,74.42,77.92,77.92,122076,44.4,45.6,35.98,44.79,44.79,120457,94.88,97.83,94.26,95.05,95.05,100575,42.2,43.54,40.75,43.06,43.06,197707,104.5,110.86,100.62,106.13,106.13,164769
2025-03-15,82.2,82.55,78.19,78.25,78.25,167134,77.33,79.1,76.77,78.39,78.39,130558,44.52,44.85,37.49,38.86,38.86,21769,95.07,97.56,94.89,96.31,96.31,195347,43.08,43.49,42.09,42.76,42.76,75202,105.97,107.13,99.92,101.44,101.44,150859
2025-03-16,78.1,80.69,77.2,79.05,79.05,115627,77.37,78.25,76.09,76.54,76.54,75560,38.86,38.87,38.16,38.79,38.79,57243,96.3,98.0,93.56,94.36,94.36,118489,42.99,44.24,42.85,43.72,43.72,76436,101.01,106.08,98.79,103.21,103.21,76972
2025-03-17,78.91,80.97,74.91,80.13,80.13,22069,76.27,80.83,75.65,79.0,79.0,144494,38.74,39.93,36.74,38.75,38.75,161855,93.66,96.9,92.35,93.16,93.16,92401,43.59,43.81,43.58,43.73,43.73,15197,103.59,106.56,102.03,103.6,103.6,23284
2025-03-18,80.04,80.1,75.87,78.31,78.31,197154,79.41,80.15,76.93,80.1,80.1,58228,38.85,39.44,37.23,38.88,38.88,73643,92.38,92.91,91.48,91.98,91.98,174478,44.11,44.8,43.69,44.58,44.58,113559,103.37,104.48,99.22,99.78,99.78,140260
2025-03-19,78.26,83.1,72.04,81.01,81.01,26571,81.12,82.13,78.3,78.51,78.51,41111,38.73,39.34,36.25,36.26,36.26,95002,92.0,92.17,91.05,92.01,92.01,125150,44.77,46.06,44.01,45.51,45.51,100436,100.04,102.83,96.83,101.94,101.94,137804
2025-03-20,80.93,81.2,73.88,79.58,79.58,179722,78.46,81.9,77.39,77.5,77.5,10732,36.34,38.02,36.21,37.24,37.24,128124,92.39,95.06,90.34,90.73,90.73,46985,45.83,46.77,43.35,44.88,44.88,39850,101.7,102.18,100.49,101.38,101.38,153562
2025-03-21,79.26,79.37,74.31,79.33,79.33,193303,76.48,80.64,76.05,77.77,77.77,101645,37.43,38.96,37.35,37.97,37.97,94562,90.91,92.23,90.82,92.08,92.08,85716,44.96,46.58,41.34,42.27,42.27,78653,101.01,101.08,99.67,99.73,99.73,108884
2025-03-22,79.89,82.4,70.35,79.0,79.0,125494,76.97,80.45,75.83,79.35,79.35,193503,38.17,40.59,36.68,39.73,39.73,148888,92.31,93.9,88.35,91.12,91.12,102322,42.3,43.56,42.25,43.26,43.26,188224,99.49,103.76,96.03,101.47,101.47,182564
2025-03-23,79.02,79.76,69.81,74.49,74.49,181433,79.93,81.6,77.3,79.57,79.57,74200,39.98,40.09,36.89,37.36,37.36,27038,90.98,92.75,90.9,92.32,92.32,53972,43.16,43.69,42.37,43.42,43.42,161198,101.67,102.08,97.85,100.64,100.64,36841
